,Country Name,Country Code,1999,2000,2001,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
102,Sólo BIRF,IBD,4172500.0,4153768.0,4656523.0,8626984.38679317,9291746.66555084,9826047.56235739,10529228.0930701,11355392.6525883,11974873.0,12689799.0,13419218.138,14231604.0771387,14573348.9151284,8248638.673
103,BIRF y la AIF,IBT,4649100.0,4634347.0,5121901.0,9337292.29327893,10080702.7251443,10601539.9596992,11372493.9083087,12224523.2565784,12861795.0,13594565.0,14403021.138,15276297.0063046,15584884.0051284,8805279.65885
104,total de la AIF,IDA,476600.0,480579.0,465378.0,710307.906485754,788956.059593468,775492.397341772,843265.815238617,869130.603990131,886922.0,904766.0,983803.0,1044692.92916587,1011535.09,556640.98585
105,mezcla de la AIF,IDB,261900.0,259610.0,253222.0,307973.333632891,332475.373030012,332153.24708561,338572.0,313928.452949339,346813.0,346480.0,341414.0,368667.211146022,379693.79,185173.563
106,Indonesia,IDN,135000.0,159027.0,164651.0,520932.081983182,599692.276092406,641182.300723356,576000.0,675005.895378656,682389.0,823735.0,892801.0,959307.381,808265.0,425057.604
107,Sólo AIF,IDX,214700.0,220969.0,212156.0,402334.572852863,456480.686563456,443339.150256162,504693.815238617,555202.151040793,540109.0,558286.0,642389.0,676025.718019853,631841.3,371467.42285
108,Isla de Man,IMN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,India,IND,180500.0,198426.0,206690.0,623196.778558652,695626.0,678125.937793064,689094.0,724541.12,787998.0,917625.0,1029426.0,1200111.363,1209803.0,583142.0
110,No clasificado,INX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Irlanda,IRL,132700.0,145457.0,156277.0,601262.0,635065.0,648817.651510641,641412.0,658512.0,718059.0,836293.0,883323.0,935913.0,967456.0,369019.0
112,"Irán, República Islámica del",IRN,75900.0,82610.0,141396.0,158014.183450955,161191.677604321,153142.822223706,161029.0,162563.374175832,133663.0,159754.0,225399.088,207096.0,186006.0,132936.795
113,Iraq,IRQ,0.0,0.0,0.0,7692.0,9697.0,8993.0,4332.0,4332.0,12805.0,10579.0,18509.38,48355.0,60540.0,9809.0
114,Islandia,ISL,14700.0,12589.0,11728.0,21668.3164735801,24488.0,26469.0,26643.0,28979.0,35558.0,41022.0,50389.0,54653.3025910987,35823.0,13594.0
115,Israel,ISR,51600.0,56427.0,47648.0,47829.0,47195.0,47073.827458256,46644.0,49177.0,49020.0,50548.0,50330.0,53901.0,49276.0,12221.0
116,Italia,ITA,358900.0,367584.0,393484.0,335280.0,328771.58001328,306320.503320053,258027.0,264899.0,273462.0,277671.0,243811.0,251621.0,260599.0,99250.0
117,Jamaica,JAM,20600.0,16577.0,24440.0,0.0,0.0,0.0,492.0,953.0,997.0,1128.0,1181.0,1215.272,0.0,0.0
118,Jordania,JOR,15900.0,16447.0,15893.0,39318.7915976253,40329.1978021978,39468.0,38998.0,38386.0,36622.0,38161.0,36946.0,36127.0,36550.0,10108.0
119,Japón,JPN,661800.0,645087.0,640328.0,934487.439462563,812928.0,874677.0,915542.658,927666.0,956015.0,984320.0,1035522.0,999594.0,1018436.0,659764.0
120,Kazajstán,KAZ,9100.0,8041.0,8398.0,33483.0,40916.0,44580.0,66108.0,71220.0,72486.0,73188.0,83048.0,66693.0,89436.0,55358.0
121,Kenya,KEN,25100.0,29080.0,24741.0,78265.0,84955.0,82576.0,98244.0,90625.0,96749.0,99428.0,117027.0,134354.484622134,138192.0,33178.0
122,Kirguistán,KGZ,8300.0,6051.0,4942.0,7371.0,9274.0,7719.0,12189.0,17388.0,20962.0,23120.0,27055.0,8751.0,6466.0,1578.0
123,Camboya,KHM,0.0,0.0,0.0,5104.72222222222,7191.0,7432.0,11897.0432386171,14732.0,12983.0,11933.0,14372.0,14387.0,14850.0,5639.574
124,Kiribati,KIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5005.0,5005.0,4388.0,3751.74
125,Saint Kitts y Nevis,KNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,"Corea, República de",KOR,204000.0,226910.0,228442.0,280427.0,282239.0,285000.0,360356.0,368132.0,448037.0,473606.0,499093.92,527807.0,549454.0,254341.0
