"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"IS.AIR.DPRT","Transporte áreo, partidas de vuelos en todo el mundo de compañías registradas en el país","Las partidas de vuelos en todo el mundo de compañías registradas en el país son los despegues internos y despegues en el exterior de transportistas aéreos registrados en el país.","Organización de Aviación Civil Internacional (OACI), estadísticas mundiales de aviación civil y estimaciones de personal de la OACI.",
